"pid","brand","category","price","season","subcategory","subsubcategory","numeric_size","count_size"
"05848ab26d808ee","MoonWear","Trousers",57.448,"Summer","Adult","Lounge Pants",1,5
"0588a2c34474a9b","EchoStyles","Trousers",62.252,"Summer","Adult","Lounge Pants",1,6
"058ba63b4a83d3e","PlaidCrafters","Sweaters",55.262,"Summer","Adult","Athlete Top",0,5
"05914c38d69fc5b","MeadowMaster","Trousers",57.348,"Summer","Adult","Mini Pants",0,4
"05936098e9daa26","DocMan","Miscellaneous",40.78,"Summer","Adult","Tie-Up",1,1
"0594a774f84862b","FlashBack","Footwear",56.403,"Summer","Petite","Fancy Feet",1,7
"0595489d13c0ac2","MetroMaven","Button-Ups",53.98,"Summer","Adult","Relaxed Short-Sleeve",0,4
"059991ed8c7e492","VisionMakers","Tops",56.402,"Winter","Adult","Sporty Short-Sleeve",0,4
"05a1fb1cee4f051","MoonWear","Button-Ups",62.313,"Winter","Adult","Relaxed Long-Sleeve",0,3
"05b05d1ec50182f","ChillCube","Sweaters",60.9,"Winter","Adult","Hood Top",0,3
"05b0c5349bd4391","IslandLife","Trousers",40.818,"Summer","Adult","Water Shorts",0,5
"05b4250f092a5a5","PineAndFern","Outerwear",56.402,"Winter","Adult","Core Warmer",0,4
"05b437644f9ad50","NullLabel","Blazers",53.88,"Winter","Petite","Formal Jacket",0,1
"05b7df64b723682","CityBrief","Miscellaneous",27.51,"Summer","Adult","Foot Covers",1,1
"05bac98150b46cb","MetalMold","Sweaters",53.998,"Winter","Adult","Warm Top",0,5
"05bca4589fe039b","BlueRiver Co.","Miscellaneous",42.67,"Summer","Petite","Square Decor",1,1
"05c46270710acc3","SkyWing","Button-Ups",55.26,"Summer","Adult","Relaxed Long-Sleeve",0,5
"05c714d06493089","SpeedThreads","Button-Ups",56.4,"Winter","Adult","Relaxed Long-Sleeve",0,5
"05cc1312b632071","DarkHarbor","Sweaters",57.445,"Winter","Petite","High-Neck",0,6
"05cc7c9e3ace4b4","MetalMold","Tops",46.942,"Winter","Adult","Quick-Sleeve Top",0,5
"05d2c0cb2ed4963","PlaidCrafters","Sweaters",60.902,"Summer","Adult","Waist Wrap",0,5
"05d8255efb6b62b","SkyWing","Button-Ups",52.578,"Summer","Adult","Relaxed Long-Sleeve",0,5
"05e055342e64b31","TargetStyles","Trousers",53.99,"Winter","Petite","Utility Pants",1,1
"05e404c05282df0","CanvasCraft","Sweaters",53.995,"Winter","Adult","Plunge Top",0,2
"05e50dd31602671","CanvasCraft","Button-Ups",53.987,"Winter","Adult","Relaxed Long-Sleeve",0,4
"05e780a3cb2d868","OceanSketch Elite","Button-Ups",50.974,"Winter","Petite","Hip Long-Sleeve",0,5
"05e7c62bd0bcdee","FrontlineStyles","Button-Ups",55.256,"Winter","Adult","Relaxed Long-Sleeve",0,5
"05e880be3974033","MetroMaven","Tops",44.23,"Winter","Adult","Quick-Sleeve Top",0,4
"05ec72f389d8320","SkyWing","Outerwear",57.446,"Summer","Adult","Core Warmer",0,5
"05f1aca2cff4532","TulipTread","Miscellaneous",53.99,"Summer","Adult","Waist Hold",1,1
"060d56a6ac3c495","SkyGuard","Trousers",53.992,"Winter","Adult","Lounge Bottoms",0,4
"060f2989dbdd7e0","CanvasCraft","Trousers",52.575,"Summer","Adult","Mini Pants",1,2
"060ff4d54f2292f","CanvasCraft","Tops",52.578,"Summer","Adult","Sporty Short-Sleeve",0,5
"0613628c66138a8","OceanSketch Elite","Button-Ups",50.972,"Summer","Petite","Hip Long-Sleeve",0,6
"06141e51234f537","EchoStyles","Trousers",62.901,"Winter","Adult","Blue Threads",1,13
"061547b0d520cdc","RhythmWear","Sweaters",61.98,"Winter","Adult","Warm Top",0,5
"061a564881d988c","BlueRidge","Trousers",62.962,"Winter","Adult","Blue Threads",1,12
"061e267d1e50fdd","FrontlineStyles","Sweaters",53.994,"Summer","Adult","Warm Top",0,5
"061f55287ab65b0","VisionMakers","Sweaters",60.05,"Summer","Adult","Warm Top",0,4
"0621b76f9409964","AzureStone","Trousers",57.45,"Summer","Adult","Blue Threads",1,16
"062202f9edf6b4b","PineAndFern","Trousers",45.667,"Summer","Adult","Water Shorts",0,4
"063142734e84df5","ZenithMan","Tops",59.298,"Winter","Adult","Sporty Long-Sleeve",0,4
"06326646c335c8f","LunarLuxe","Trousers",55.257,"Summer","Adult","Lounge Bottoms",0,3
"063776849112026","AzureWorks","Outerwear",56.4,"Summer","Adult","Light Outer",0,4
"0637783402fbdcd","BuilderStyles","Trousers",60.898,"Summer","Adult","Mini Pants",1,5
"0637c13d2173d89","DocMan","Button-Ups",57.446,"Summer","Adult","Business Long-Sleeve",1,7
"063838364555ef4","CloudNine","Footwear",62.31,"Summer","Adult","Walkers",1,7
"064526dec3f2a0f","LakeStyles","Tops",46.95,"Summer","Adult","Quick-Sleeve Top",1,5
"064656e78114810","CloudNine","Footwear",62.31,"Winter","Adult","Walkers",1,7
"06591cb2c712e68","SkyWing","Sweaters",52.582,"Winter","Adult","Round-Top",0,5
"065d690718968ba","MetroMaven","Tops",55.248,"Summer","Adult","Sporty Short-Sleeve",0,4
"065f21210de0b08","EchoStyles","Trousers",62.9,"Winter","Adult","Lounge Pants",1,12
"066134098a02999","FrontlineStyles","Tops",42.676,"Winter","Adult","Quick-Sleeve Top",0,5
"066809bd893366c","OceanSketch Elite","Button-Ups",50.973,"Winter","Petite","Hip Long-Sleeve",0,6
"066c5a3a138c1b5","SkyWing","Sweaters",53.998,"Winter","Adult","Round-Top",0,5
"066d17fd69009c8","DocMan","Sweaters",55.255,"Summer","Adult","Round-Top",0,4
"066eb6290fafb4f","OldVine Styles","Button-Ups",49.12,"Summer","Petite","Relaxed Short-Sleeve",0,5
"06702370b5313c7","SkyWing","Tops",49.124,"Summer","Adult","Sporty Short-Sleeve",0,5
"0671f644b0a6d6a","PedalPrime","Footwear",60.52,"Winter","Adult","Walkers",1,7
"06762ccbe3baca8","ChillCube","Sweaters",59.292,"Summer","Adult","Round-Top",0,4
"0679c7bde6bddf0","DocMan","Miscellaneous",44.25,"Winter","Adult","Tie-Up",1,1
"067a7fc4a4c9bf8","MeadowMaster","Sweaters",60.825,"Winter","Adult","Warm Top",0,4
"067ee46e39aca41","BlueRiver Co.","Button-Ups",55.257,"Summer","Petite","Business Long-Sleeve",1,7
"06814079c19f1e4","CanvasCraft","Button-Ups",52.578,"Summer","Adult","Relaxed Short-Sleeve",0,6
"0684b01f0c14ba5","MetroMaven","Sweaters",58.32,"Summer","Adult","Waist Wrap",0,3
"068689f209ffe32","TulipTread","Miscellaneous",54,"Summer","Adult","Waist Hold",1,1
"06950d636d19cd5","CanvasCraft","Sweaters",55.255,"Winter","Adult","High-Neck",0,4
"069dcfba7924ede","SkyWing","Tops",46.944,"Summer","Adult","Quick-Sleeve Top",0,5
"069e0fd0b978f81","PeakStyles","Button-Ups",50.982,"Summer","Adult","Business Long-Sleeve",1,6
"069fc81b9f14a2b","OldVine Styles","Blazers",62.312,"Winter","Petite","Formal Jacket",1,10
"06b3ca994571e20","MoonWear","Trousers",58.41,"Winter","Adult","Mixable Bottoms",1,6
"06b40629c36562e","MeadowMaster","Trousers",56.295,"Summer","Adult","Mini Pants",0,4
"06b62871b993844","AzureWorks","Button-Ups",53.991,"Winter","Adult","Relaxed Long-Sleeve",1,8
"06ba62fc99555f3","VisionMakers","High-End Items",57.448,"Winter","End Items","Sporty Long-Sleeve",0,4
"06c6b77569ea41d","SkyWing","Tops",53.996,"Winter","Adult","Sporty Long-Sleeve",0,5
"06c8c6eb2f350f4","MetalMold","Tops",44.26,"Winter","Adult","Quick-Sleeve Top",0,4
"06ce7a572305229","CanvasCraft","Trousers",56.4,"Summer","Adult","Business Bottoms",1,1
"06cf1e14d967a68","CanvasCraft","Sweaters",54,"Winter","Adult","Round-Top",0,1
"06d01ea76733a3a","SkyWing","Sweaters",60.12,"Winter","Adult","Waist Wrap",0,1
"06d386ff6e082ae","LunarLuxe","Miscellaneous",50.96,"Winter","Adult","Neck Wrap",1,1
"06d3fd2efaf838a","VisionMakers","Sweaters",61.627,"Winter","Adult","Warm Top",0,4
"06d6c5147645298","CanvasCraft","Tops",55.258,"Summer","Adult","Sporty Long-Sleeve",0,5
"06daf6283ea7bea","MetroMaven","Sweaters",56.398,"Winter","Adult","Round-Top",0,4
"06e096694418042","WineThread","Outerwear",67.178,"Winter","Adult","Cold Shield",0,4
"06e0a2b8ceb8ed8","VisionMakers","Tops",58.402,"Winter","Adult","Quick-Sleeve Top",0,4
"06e50f7f6d035ee","MeadowMaster","Trousers",56.29,"Summer","Adult","Mini Pants",0,4
"06e9a1523118c06","SkyWing","Tops",44.29,"Summer","Adult","Quick-Sleeve Top",0,1
"06eaff14f8a2ab6","RhythmWear","Tops",54.647,"Summer","Adult","Sporty Short-Sleeve",0,6
"06f4b268f5521db","GeoStyles","Footwear",62.314,"Summer","Adult","Fancy Feet",1,7
"06f7bac8e1039ac","PlaidCrafters","Tops",52.588,"Summer","Adult","Sporty Short-Sleeve",0,5
"06fdf3a52f1b092","ZenithMan","Tops",53.99,"Summer","Adult","Sporty Short-Sleeve",0,1
"071d8a50cce23f7","VisionMakers","Miscellaneous",53.31,"Winter","Adult","Top Covers",1,1
"071e0e41e1b5f22","DarkHarbor","Outerwear",62.312,"Summer","Petite","Light Outer",0,6
"0724f234b6bf08c","AzureWorks","Button-Ups",58.408,"Winter","Adult","Double Layer",0,4
"07301512af80b1e","SpeedThreads","Tops",52.586,"Summer","Adult","Sporty Short-Sleeve",0,5
"0733572f565f002","CanvasCraft","Tops",55.27,"Summer","Adult","Sporty Short-Sleeve",0,1
"0738a9be6f1def6","DocMan","Button-Ups",61.63,"Winter","Adult","Double Layer",0,1
"073dd709732851c","AzureStone","Trousers",52.583,"Summer","Adult","Mini Pants",1,8
"07409156432a181","AzureWorks","Sweaters",53.992,"Summer","Adult","Hood Top",0,4
"07455d721ab93d3","VisionMakers","Sweaters",64.99,"Summer","Adult","Round-Top",1,4
"074928cac605601","CanvasCraft","Sweaters",60.898,"Winter","Adult","Waist Wrap",0,5
"075135400285cf0","AzureStone","Outerwear",66.254,"Winter","Adult","Light Outer",0,5
"0754c9bff38672f","CanvasCraft","Sweaters",68.44,"Winter","Adult","Waist Wrap",0,1
"0755cb9d2744f89","RosePath","Trousers",68.444,"Summer","Adult","Blue Threads",1,7
"07587323afce091","BertWear","Trousers",55.258,"Summer","Adult","Mini Pants",1,4
"076a94d8e60d3c0","SkyWing","Sweaters",57.447,"Winter","Adult","Waist Wrap",0,3
"0770c54a414d517","MeadowMaster","Sweaters",62.248,"Winter","Adult","Seafarer Top",0,4
"077553c69724a4d","OldVine Styles","Button-Ups",52.572,"Winter","Petite","Relaxed Long-Sleeve",0,5
"0776ac4412fd434","AzureStone","Tops",50.986,"Summer","Adult","Sporty Short-Sleeve",0,5
"07780d47c521e55","SkyWing","Sweaters",52.584,"Winter","Adult","Plunge Top",0,5
"077b6f8d1bbeab9","LakeStyles","Tops",48.094,"Summer","Adult","Quick-Sleeve Top",1,5
"077bf79dc37c50f","AzureStone","Sweaters",58.408,"Summer","Adult","Waist Wrap",0,4
"077c10da43f62c6","ZenithMan","Sweaters",63.58,"Winter","Adult","Waist Wrap",0,4
"078c41c5327dd2d","FrontlineStyles","Sweaters",56.41,"Summer","Adult","Round-Top",0,1
"078db5eb7983779","DocMan","Sweaters",52.57,"Summer","Adult","Warm Top",0,1
"078ee972dee416a","CanvasCraft","Button-Ups",53.99,"Summer","Adult","Relaxed Long-Sleeve",0,1
"079208fa1666389","MoonWear","Trousers",58.405,"Summer","Adult","Blue Threads",1,6
"07941da2f4549ca","ZenithMan","Formal Attire",76.74,"Summer","Adult","Formal Set",1,8
"07951aa87905139","CoralAndFin","Tops",57.45,"Summer","Adult","Quick-Sleeve Top",0,4
"0795e239c39e3d5","Skyward","Footwear",63.58,"Winter","Adult","Chill Steps",1,6
"079c77625f1877c","AzureMeat","Sweaters",60.12,"Winter","Adult","Waist Wrap",0,4
"079f59894e6ab79","DocMan","Miscellaneous",46.94,"Summer","Adult","Tie-Up",1,1
"07a5661966fc64e","LunarLuxe","Sweaters",59.295,"Summer","Adult","Waist Wrap",0,4
"07aa316fb5100e9","CanvasCraft","Tops",50.972,"Summer","Adult","Sporty Short-Sleeve",0,5
"07ac4fe8860759c","RhythmWear","Sweaters",60.125,"Winter","Adult","Warm Top",0,4
"07adeac2623ffc7","CanvasCraft","Button-Ups",52.58,"Summer","Adult","Relaxed Short-Sleeve",0,1
"07bbbd6cd73291b","CanvasCraft","Button-Ups",53.98,"Winter","Adult","Relaxed Long-Sleeve",0,1
"07be6119f7f4b6d","SilkLeaf","Tops",66.255,"Summer","Adult","Sporty Short-Sleeve",1,4
"07c2b4442b085b2","WineThread","Outerwear",67.182,"Winter","Adult","Cold Shield",0,4
"07c41172692ea00","others","Tops",49.128,"Summer","Petite","Sporty Short-Sleeve",0,6
"07c610690b599fc","SkyWing","Sweaters",57.45,"Winter","Adult","Seafarer Top",0,2
"07d6216d0afe893","SkyWing","Sweaters",60.126,"Winter","Adult","Waist Wrap",0,5
"07d648b37d06343","OldVine Styles","Outerwear",58.406,"Summer","Petite","Puff Jacket",0,5
"07d7621a0a10b1d","CanvasCraft","Sweaters",58.41,"Winter","Adult","Round-Top",0,5
"07d7aa8dc1b2f82","CanvasCraft","Tops",52.57,"Summer","Adult","Sporty Short-Sleeve",0,1
"07d97e84363839b","SilkLeaf","Sweaters",71.892,"Winter","Adult","Seafarer Top",1,4
"07e1685461943de","OliveSlate","Tops",44.246,"Summer","Adult","Quick-Sleeve Top",0,5
"07e48fcbc7e6c0c","SilkLeaf","Trousers",63.578,"Summer","Adult","Lounge Pants",1,4
"07e58c0afbb5741","SkyWing","Tops",49.128,"Summer","Adult","Sporty Short-Sleeve",0,5
"07ea02d57e15a35","CanvasCraft","Tops",52.577,"Summer","Adult","Sporty Short-Sleeve",0,3
"07ed3ce6feb2dd2","OliveSlate","Tops",44.244,"Summer","Adult","Quick-Sleeve Top",0,5
"07f084e806aba26","ChillCube","Sweaters",60.127,"Summer","Adult","Seafarer Top",0,4
"07f9e30a75779c3","CanvasCraft","Tops",53.992,"Summer","Adult","Sporty Short-Sleeve",0,5
"080055372bdb56a","AzureStone","Trousers",56.407,"Summer","Adult","Blue Threads",1,17
"0801c9589133a3e","OrchardM","Trousers",60.52,"Winter","Adult","Business Bottoms",1,1
"0802bc8e96ed907","LunarLuxe","Sweaters",55.26,"Summer","Adult","Round-Top",0,4
"080d350450842a4","MeadowMaster","Miscellaneous",55.13,"Winter","Adult","Neck Wrap",1,1
"080fcd9d753b98f","others","Sweaters",52.576,"Summer","Petite","Warm Top",0,5
"0819a0a34fff1df","MetalMold","Sweaters",55.262,"Winter","Adult","Round-Top",0,5
"081c0d898b4f3aa","DocMan","Button-Ups",61.627,"Winter","Adult","Double Layer",0,4
"081f352292b5a5e","PineAndFern","Miscellaneous",40.78,"Summer","Adult","Top Covers",1,1
"082341ef6717245","SkyWing","Tops",50.982,"Summer","Adult","Sporty Short-Sleeve",0,5
"0827760aad6c34e","OceanSketch Elite","Outerwear",52.577,"Summer","Petite","Core Warmer",0,6
"082bd9928cfb89a","Skyward","Footwear",64.168,"Winter","Adult","Walkers",1,6
"082eeeb6092a837","CanvasCraft","Button-Ups",53.995,"Summer","Adult","Relaxed Long-Sleeve",0,2
"082fcfe2ea6f171","GeoStyles","Miscellaneous",50.98,"Winter","Adult","Sleek Belt",1,1
"08451d1c3e988f6","SkyWing","Sweaters",57.45,"Winter","Adult","Round-Top",0,5
"08471e41c39cc2f","KickStar","Footwear",56.398,"Winter","Adult","Walkers",1,6
"084ac80a5ff5ce7","MetalMold","Sweaters",61.63,"Winter","Adult","Waist Wrap",0,5
"08536f2cd797f26","VisionMakers","Sweaters",60.9,"Summer","Adult","Warm Top",0,4
"0856d8e6f4dba12","TargetStyles","Trousers",53.991,"Winter","Petite","Utility Pants",1,7
"085703d783a6397","CanvasCraft","Outerwear",62.96,"Winter","Adult","Puff Jacket",1,1
"0858fbf0e5bb9b0","PineAndFern","Tops",45.688,"Summer","Adult","Quick-Sleeve Top",0,4
"085958e428a1df6","MysticLoaf","Footwear",71.746,"Summer","Adult","Walkers",1,5
"0861a239e6a645a","MeadowMaster","Sweaters",58.318,"Winter","Adult","Seafarer Top",0,4
"0861b18cbd1e12e","DarkHarbor","Blazers",68.442,"Winter","Petite","Formal Jacket",1,12
"0864a1049ed1c01","BlueRidge","Tops",48.086,"Winter","Adult","Quick-Sleeve Top",0,5
"0865dc9b3898a58","CanvasCraft","Tops",46.93,"Summer","Adult","Quick-Sleeve Top",0,3
"086607ba4aac02a","BlueRidge","Trousers",61.626,"Summer","Adult","Blue Threads",1,19
"086d881bb189d69","others","Sweaters",61.623,"Summer","Adult","Hood Top",0,4
"086e19b4edd0a43","OliveSlate","Tops",44.245,"Summer","Adult","Quick-Sleeve Top",0,6
"0873ba64bf23116","Blend&Woven","Tops",50.968,"Summer","Adult","Sporty Short-Sleeve",0,5
"087467f27ecd63b","FrontlineStyles","Tops",54.002,"Winter","Adult","Sporty Long-Sleeve",0,5
"087a21507453e53","SkyWing","Sweaters",58.41,"Winter","Adult","High-Neck",0,5
"087ec1be5178238","MetroMaven","Sweaters",55.248,"Winter","Adult","Warm Top",0,4
"087ef97050b1d7f","MetalMold","Tops",52.588,"Summer","Adult","Sporty Short-Sleeve",0,4
"087fef531037a87","LunarLuxe","Sweaters",57.448,"Winter","Adult","Round-Top",0,4
"0884ed31fe15310","ChillCube","Tops",50.975,"Summer","Adult","Quick-Sleeve Top",0,4
"08882a75f071155","ZenithMan","Outerwear",76.74,"Winter","Adult","Extended Cover",1,4
"08898439e72f75f","others","Footwear",53.993,"Summer","Petite","Beach Walkers",1,6
"0890e47bcecb85e","EchoStyles","Trousers",62.248,"Winter","Adult","Blue Threads",1,9
"08921fb5db1451e","OceanSketch Elite","Tops",49.124,"Summer","Petite","Sporty Short-Sleeve",0,5
"08a0aee9e453a05","MetalMold","Tops",46.95,"Summer","Adult","Quick-Sleeve Top",0,4
"08a0cb10e15f12f","BigStone","Sweaters",63.575,"Winter","Adult","Seafarer Top",1,4
"08a44453a773033","SkyWing","Outerwear",66.256,"Winter","Adult","Puff Jacket",0,5
"08ab21b40b30b28","VisionMakers","Outerwear",70.293,"Winter","Adult","Light Outer",1,6
"08ac7d19d1b8fb1","AzureStone","Outerwear",66.26,"Winter","Adult","Puff Jacket",1,5
"08b0978b2c04e79","BlueRidge","Tops",48.086,"Winter","Adult","Quick-Sleeve Top",0,5
"08b3699754c4dbe","UrbanAce","Tops",57.445,"Summer","Adult","Sporty Short-Sleeve",0,4
"08c609e538cb77b","MetroMaven","Sweaters",57.445,"Winter","Adult","High-Neck",0,4
"08ce238aa01baba","DocMan","Button-Ups",55.257,"Winter","Adult","Business Long-Sleeve",1,7
"08dbf1a9ebf5086","FrontlineStyles","Trousers",57.45,"Winter","Adult","Lounge Pants",1,2
"08dd91bf183ae84","BuilderStyles","Trousers",60.127,"Summer","Adult","Lounge Pants",1,6
"08e1b3b4475735d","WillowWalk","Footwear",62.312,"Winter","Adult","High-Cuts",1,5
"08e26e770a1f0a0","NordicFit","Miscellaneous",50.08,"Summer","Adult","Briefs",0,5
"08e56fb695f5337","GeoStyles","Miscellaneous",50.96,"Winter","Adult","Sleek Belt",1,1
"08e5fd55ec5407e","CanvasCraft","Sweaters",55.26,"Winter","Adult","Seafarer Top",0,6
"08e6cff73f62f6d","DocMan","Sweaters",52.584,"Summer","Adult","Round-Top",0,5
"08f4e6212e4f489","CoralAndFin","Tops",58.41,"Summer","Adult","Quick-Sleeve Top",0,4
"08f6cd215e4a972","SpeedThreads","Button-Ups",52.576,"Winter","Adult","Relaxed Long-Sleeve",0,5
"08fa37377c20fd5","SpeedThreads","Outerwear",65.258,"Winter","Adult","Light Outer",1,5
"08fae33de4a80a5","SkyWing","Button-Ups",55.265,"Winter","Adult","Relaxed Long-Sleeve",0,4
"08fb7f194270686","DocMan","Miscellaneous",46.92,"Winter","Adult","Tie-Up",1,1
"08fc7ab4801c912","HatMasters","Miscellaneous",55.253,"Winter","Adult","Top Covers",0,3
"08fda00105e89b9","DarkHarbor","Sweaters",59.297,"Winter","Petite","Seafarer Top",0,6
"09021654a425260","BlueRiver Co.","Trousers",60.13,"Winter","Petite","Mixable Bottoms",1,1
"09066cbf08f3b5d","MoonWear","Sweaters",62.31,"Winter","Adult","Hood Top",0,3
"0909a83ff314a14","AzureMeat","Sweaters",60.12,"Winter","Adult","Round-Top",0,1
"090d3276c2f0f3a","PineAndFern","Miscellaneous",38.63,"Summer","Adult","Top Covers",1,1
"090fdc30a66314a","EchoStyles","Sweaters",55.14,"Winter","Adult","Hood Top",0,1
"09102dd5ea2cb71","CanvasCraft","Button-Ups",55.255,"Winter","Adult","Relaxed Long-Sleeve",0,4
"09113e6bd558030","TulipTread","Footwear",63.575,"Winter","Adult","Walkers",1,8
"091390a89e26043","AzureWorks","Button-Ups",53.99,"Summer","Adult","Relaxed Long-Sleeve",1,7
"0917a2366657d9a","DocMan","Sweaters",54,"Winter","Adult","Round-Top",0,4
"0921b3ea0c530f8","RosePath","Trousers",69.59,"Winter","Adult","Utility Pants",1,7
"0932ffbd6c093c2","PedalPrime","Footwear",59.297,"Summer","Adult","Walkers",1,7
"0933e64eed131bc","CoralAndFin","Sweaters",63.58,"Summer","Adult","Warm Top",0,4
"093a2a38495be6d","RefreshStyles","Footwear",60.898,"Summer","Adult","Fancy Feet",1,6
"093a8e199537512","BlueRidge","Sweaters",56.402,"Summer","Adult","High-Neck",0,5
"09450a2dcd167fa","LakeStyles","Tops",48.1,"Summer","Adult","Quick-Sleeve Top",1,5
"094fda176054109","GeoStyles","Footwear",62.962,"Winter","Adult","Fancy Feet",1,6
"095523acc6e25e9","others","Tops",49.122,"Winter","Petite","Extended-Sleeve Top",0,6
"0956c3d6b4cf1e8","PlaidCrafters","Tops",44.262,"Summer","Adult","Quick-Sleeve Top",0,5
"095c8e2a6978a17","BlueRiver Co.","Blazers",71.898,"Summer","Petite","Formal Jacket",1,5
"09678994a3ac58d","MeadowMaster","Sweaters",63.52,"Winter","Adult","Waist Wrap",0,4
"0969f5ca2e7d552","VisionMakers","Tops",51.817,"Summer","Adult","Quick-Sleeve Top",0,3
"096a043d89dd328","SkyGuard","Tops",49.127,"Summer","Adult","Sporty Short-Sleeve",0,4
"096f375b31e21ae","TargetStyles","Tops",46.93,"Winter","Petite","Extended-Sleeve Top",0,5
"097111cf98765b0","ChillCube","Tops",56.4,"Summer","Adult","Sporty Long-Sleeve",0,4
"0975e6b6cec0e71","EchoStyles","Trousers",58.315,"Summer","Adult","Blue Threads",1,14
"09828c4e931e6f8","ZenithMan","Trousers",59.292,"Winter","Adult","Lounge Pants",1,8
"0982f6c562fa159","TurboTrend","Footwear",53.997,"Summer","Adult","Fancy Feet",1,6
"09831aa34387a66","WineThread","Outerwear",67.178,"Winter","Adult","Cold Shield",0,5
"0988df1827861d0","TargetStyles","Trousers",53.988,"Summer","Petite","Business Bottoms",1,5
"098cfc967696b10","AzureStone","Trousers",58.42,"Winter","Adult","Business Bottoms",1,1
"09964717b877544","DocMan","Button-Ups",50.96,"Winter","Adult","Business Long-Sleeve",1,1
"099a4b4ff0fa4ab","CanvasCraft","Button-Ups",53.98,"Summer","Adult","Relaxed Long-Sleeve",0,1
"099ff68b7501a9a","others","Sweaters",55.262,"Winter","Adult","Seafarer Top",0,5
"09a2201c0f6acba","KickStar","Trousers",50.972,"Winter","Adult","Lounge Bottoms",0,5
"09a57767a66be3d","VisionMakers","Sweaters",58.404,"Winter","Adult","Seafarer Top",0,5
"09bdeb09b7eb0f1","EchoStyles","Outerwear",62.9,"Summer","Adult","Light Outer",0,3
"09cf151d4df65ba","UrbanZen","Outerwear",67.18,"Winter","Adult","Puff Jacket",1,4
"09cf4f6fa2bb564","ZenithMan","Sweaters",60.123,"Winter","Adult","Waist Wrap",0,4
"09d129ac7e86e26","WillowWalk","Miscellaneous",57.44,"Winter","Adult","Sleek Belt",1,1
"09d35f7dae5257a","UrbanAce","Tops",53.99,"Winter","Adult","Sporty Short-Sleeve",0,5
"09d70df9fba71d5","MeadowMaster","Button-Ups",58.318,"Summer","Adult","Relaxed Long-Sleeve",0,4
